,pearson correlation coefficient,rxnName,subsystem,p_value
r_1679,,ceramide transport,"Transport [er, g]",
r_3288,,"TAG lipase (1-18:0, 2-18:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.25502827447627935
r_3800,,"phosphatidate (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_2846,,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), nucleus",Inositol phosphate metabolism,0.3770399319809355
r_2219,,fatty acyl-CoA transport via ABC system (C12:0),"Transport [c, p]",0.1925320888964137
r_3942,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-Golgi membrane","Transport [vm, gm]",
r_3796,,"diglyceride (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_4573,,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",Beta-alanine metabolism,
r_0202,,anthranilate phosphoribosyltransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.08842686401828617
r_3470,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.6521543205843142
r_1632,,acetaldehyde transport,"Transport [c, m]",
r_2001,,phenylacetaldehyde exchange,Exchange reaction,
r_4025,,"triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0696,,lactaldehyde dehydrogenase,Pyruvate metabolism,0.957429072698198
r_2540,,"phosphatidylglycerolphosphate synthase (1-16:0, 2-18:1), mitochondrial membrane",Glycerophospholipid metabolism,0.5857666925149246
r_3239,,"DGPP phosphatase (1-18:1, 2-18:1), Golgi membrane",Glycerolipid metabolism,0.32685792405614966
r_1107,,acetic ester transport,"Transport [c, e]",
r_3849,,"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_1590,,2-phenylethanol transport,"Transport [c, e]",
r_0974,,ribonucleotide reductase,Purine metabolism,0.8038072408862142
r_3433,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C24))",Sphingoglycolipid metabolism,0.27962825769248495
r_4550,,L-Methionine S-oxide exchange,Exchange reaction,
r_0198,,alpha-glucosidase,Starch and sucrose metabolism,0.5597974918776065
r_3609,,"palmitoleate transport, cell envelope-cytoplasm","Transport [c, ce]",
r_3803,,"phosphatidate (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_3951,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cell envelope","Transport [vm, ce]",
r_1965,,NH3 transport,"Transport [c, m]",
r_2223,,fatty acyl-CoA transport via ABC system (C18:0),"Transport [c, p]",0.107588053947366
r_3866,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_0154,,adenylyl-sulfate kinase,Sulfur metabolism,0.8887776200910914
r_3478,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C24))",Sphingoglycolipid metabolism,0.6183974398068615
r_3933,,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus","Transport [erm, n]",
r_3546,,"myo-inositol transport, cytoplasm-ER membrane","Transport [c, erm]",
r_4014,,"triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0549,,homoserine O-trans-acetylase,Cysteine and methionine metabolism,0.849049352796996
r_0920,,phytoceramidase,Tryptophan metabolism,
r_0971,,ribonucleoside-triphosphate reductase (CTP),Pyrimidine metabolism,0.6234756323644179
r_4410,,3-oxalomalate glyoxylate-lyase (oxaloacetate-forming),Glyoxylate and dicarboxylate metabolism,
r_3199,,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.59652870071471
r_2393,,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane",Glycerolipid metabolism,0.11589600273464012
r_0129,,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",Steroid biosynthesis,0.3944854922644151
r_3485,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.5019975871049024
r_1634,,acetate exchange,Exchange reaction,
r_3300,,"DAG lipase (1-16:0, 2-18:1), lipid particle",Glycerolipid metabolism,0.8338204186490944
r_3823,,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, Golgi membrane-ER membrane","Transport [erm, gm]",0.519392751976303
r_1915,,lanosterol exchange,Exchange reaction,
r_1078,,uridine kinase (GTP:uridine),Pyrimidine metabolism,0.08544526616249411
r_3481,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C24))",Sphingoglycolipid metabolism,0.1011227242666698
r_3761,,"phosphatidate (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_2414,,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.735186141483268
r_0903,,phosphomethylpyrimidine kinase,Thiamine metabolism,0.21247051286393312
r_2279,,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA),Fatty acid degradation,0.24179480255332075
r_1857,,IPC transport,"Transport [er, g]",
r_3979,,"phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_1696,,CO2 transport,"Transport [c, m]",
r_2242,,acyl-CoA oxidase (palmitoleoyl-CoA),Fatty acid degradation,0.1033237089415302
r_0536,,histidinol dehydrogenase,Histidine metabolism,0.8994353432903771
r_2326,,"acyl dhap reductase (18:0), ER membrane",Glycerophospholipid metabolism,0.14593711560244335
r_3175,,"PI 4-P phosphatase (1-18:1, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.15270871860253402
r_2841,,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.5796865933461702
r_3222,,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.1855742864756993
r_4487,,4-Maleylacetoacetate cis-trans-isomerase,Tyrosine metabolism,
r_4407,,D-O-Phosphoserine phosphohydrolase,"Glycine, serine and threonine metabolism",
r_1125,,choline transport,"Transport [c, e]",0.5621441193926782
r_2106,,zymosterol exchange,Exchange reaction,
r_2373,,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane",Glycerolipid metabolism,0.7763836599578943
r_1818,,guanine exchange,Exchange reaction,
r_2343,,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), lipid particle",Glycerolipid metabolism,0.26186831359676654
r_3256,,"fecosteryl ester hydrolase (16:1), lipid particle",Steroid biosynthesis,0.14271573006472132
r_3275,,"TAG lipase (1-18:0, 2-16:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.5720925881697054
r_1776,,fatty acid transport,"Transport [c, p]",
r_3742,,"phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2474,,"PS decarboxylase (1-18:0, 2-16:1), Golgi membrane",Glycerophospholipid metabolism,0.7284145952403464
r_3435,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C24))",Sphingoglycolipid metabolism,0.42611752968510197
r_4558,,CMP exchange,Exchange reaction,
r_3757,,"phosphatidate (1-18:0, 2-18:1) transport, lipid particle-ER membrane","Transport [erm, lp]",
r_4450,,O-Phospho-L-serine transport in via proton symport,"Transport [c, e]",
r_2053,,squalene transport,"Transport [c, er]",
r_3929,,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-nucleus","Transport [erm, n]",
r_1976,,O-acetylcarnintine transport into mitochondria,"Transport [c, m]",0.5943263485936415
r_3158,,"PI 4-P phosphatase (1-18:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.6005539354845315
r_3318,,"PC phospholipase A2 (1-18:0, 2-16:1), lipid particle",Glycerolipid metabolism,0.535192133465095
r_0661,,"isocitrate dehydrogenase (NADP+), peroxisomal",Citrate cycle (TCA cycle),0.5796438177860638
r_2370,,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane",Glycerolipid metabolism,0.9035629725156836
r_3658,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm","Transport [c, vm]",
r_3290,,"TAG lipase (1-18:0, 2-18:1, 3-18:0), lipid particle",Glycerolipid metabolism,0.7389696096808348
r_3282,,"TAG lipase (1-16:0, 2-18:1, 3-18:0), lipid particle",Glycerolipid metabolism,0.7676407995377056
r_1898,,L-isoleucine transport,"Transport [c, m]",
r_2162,,B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA),Biosynthesis of unsaturated fatty acids,0.3267082744409953
r_1687,,citrate exchange,Exchange reaction,
r_3758,,"phosphatidate (1-18:1, 2-18:1) transport, lipid particle-ER membrane","Transport [erm, lp]",
r_3862,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_0243,,C-8 sterol isomerase,Steroid biosynthesis,0.1744333721535965
r_3771,,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_1267,,sulfite transport,"Transport [c, e]",0.6570038027246274
r_3983,,"phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0204,,Ap4A hydrolase,Purine metabolism,0.23551064288467544
r_2290,,acetyl-CoA C-acyltransferase (cis-dodec-5-enoyl-CoA),Fatty acid degradation,0.2399918155714139
r_3148,,"PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.9901030242857461
r_1660,,ATP diffusion,"Transport [c, n]",
r_3110,,"PC phospholipase D (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,0.5130305644967043
r_4520,,2-aminobutanoate exchange,Exchange reaction,
r_3267,,"TAG lipase (1-16:0, 2-16:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.39538578608848796
r_4593,,chloride exchange,Exchange reaction,
r_3790,,"diglyceride (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_2530,,"cholinephosphotransferase (1-18:0, 2-16:1), ER membrane",Glycerophospholipid metabolism,0.43524653867875607
r_3035,,"PC phospholipase B (1-16:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.6950784526202258
r_3905,,"phosphatidate (1-18:0, 2-16:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_4524,,GMP exchange,Exchange reaction,
r_2482,,"PS decarboxylase (1-18:0, 2-16:1), vacuolar membrane",Glycerophospholipid metabolism,0.08264830916557439
r_3033,,"LPC phospholipase B (18:1), ER membrane",Glycerophospholipid metabolism,0.4256028183201676
r_1865,,isoamylol exchange,Exchange reaction,
r_2224,,fatty acyl-CoA transport via ABC system (C18:1),"Transport [c, p]",0.26284957653206403
r_3324,,"PE phospholipase A2 (1-16:0, 2-16:1), lipid particle",Glycerolipid metabolism,0.7906169727506462
r_2186,,laurate (n-C12:0) transport,"Transport [c, e]",
r_3935,,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus","Transport [erm, n]",
r_3762,,"phosphatidate (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_1991,,oxidized thioredoxin transport,"Transport [c, p]",
r_4485,,"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",Tyrosine metabolism,
r_4034,,"triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0132,,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",Steroid biosynthesis,0.20480551993959717
r_1849,,inositol hexakisphosphate transport,"Transport [c, n]",
r_1698,,coenzyme A transport,"Transport [c, er]",
r_4010,,"triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3292,,"TAG lipase (1-18:1, 2-18:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.2680343565217191
r_3331,,"PE phospholipase A2 (1-18:1, 2-18:1), lipid particle",Glycerolipid metabolism,0.495828798041689
r_3970,,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn",SLIME reaction,
r_4032,,"triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0790,,nucleoside diphosphatase,Pyrimidine metabolism,0.8384857604348792
r_3206,,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.12044979222011677
r_1075,,urea carboxylase,Arginine biosynthesis,0.8887808491902144
r_2192,,octadecenoate (n-C18:1) transport,"Transport [c, e]",
r_4050,,DNA pseudoreaction,Growth,
r_3326,,"PE phospholipase A2 (1-18:0, 2-16:1), lipid particle",Glycerolipid metabolism,0.3920129933735768
r_1793,,formate exchange,Exchange reaction,
r_4367,,L-arginine phosphate transport in/out via proton symport,"Transport [c, e]",
r_0222,,ATP adenylyltransferase,Purine metabolism,0.2987723288332704
r_1902,,L-methionine exchange,Exchange reaction,
r_3027,,"PC phospholipase B (1-16:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.8424915370111002
r_3135,,"PI 3-P phosphatase (1-18:1, 2-18:1), ER membrane",Inositol phosphate metabolism,0.16980211607948645
r_0311,,cystathionine gamma-synthase,Cysteine and methionine metabolism,0.19492906312153066
r_2310,,"glycerol-3-phosphate acyltransferase (18:0), ER membrane",Glycerolipid metabolism,0.06293777213233429
r_2074,,thymidine kinase (ATP:thymidine),Pyrimidine metabolism,
r_3864,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_0978,,ribonucleotide reductase,Purine metabolism,0.6509312699492439
r_0180,,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",Complex alcohol metabolism,0.32638739394748983
r_4556,,N-acetyl-L-glutamate exchange,Exchange reaction,
r_0652,,IPS phospholipase C,Sphingolipid metabolism,0.880060069820301
r_3863,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_3342,,"PA kinase (1-18:0, 2-16:1), vacuolar membrane",Glycerolipid metabolism,
r_3453,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C26))",Sphingoglycolipid metabolism,0.3688375692217634
r_1581,,2-methylbutyl acetate exchange,Exchange reaction,
r_0810,,"nucleoside-diphosphatase (GDP), Golgi",Purine metabolism,0.12731866473663284
r_3200,,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.6161169461792475
r_0850,,peroxisomal acyl-CoA thioesterase,Biosynthesis of unsaturated fatty acids,0.503308693912254
r_0254,,carnitine O-acetyltransferase,Carnitine metabolism,0.6038130378998046
r_3727,,"lanosteryl palmitoleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3107,,"PC phospholipase D (1-18:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.08590054518554202
r_1673,,carnitine transport,"Transport [c, p]",
r_1085,,"V-ATPase, Golgi",Oxidative phosphorylation,0.6406455511906256
r_3334,,"PA kinase (1-18:0, 2-16:1), Golgi membrane",Glycerolipid metabolism,
r_3195,,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.6746955363448157
r_3603,,"H+ transport, cytoplasm-cell envelope","Transport [c, ce]",
r_3323,,"PC phospholipase A2 (1-18:1, 2-18:1), lipid particle",Glycerolipid metabolism,0.427180004991856
r_2285,,acetyl-CoA C-acyltransferase (hexanoyl-CoA),Fatty acid degradation,0.09560435855963126
r_3122,,"PI 3-P phosphatase (1-18:0, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.18078135523879932
r_4048,,carbohydrate pseudoreaction,Growth,
r_4488,,4-fumarylacetoacetate fumarylhydrolase,Tyrosine metabolism,
r_2246,,acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA),Fatty acid degradation,0.5907732422982269
r_2277,,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA),Fatty acid degradation,0.06152118947499862
r_1573,,2-isopropylmalate transport,"Transport [c, e]",
r_3031,,"LPC phospholipase B (16:1), ER membrane",Glycerophospholipid metabolism,0.8332015961562083
r_4171,,(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase,Glutathione metabolism,0.703892664826629
r_0497,,glycerophosphodiester phosphodiesterase (glycerophosphocholine),Glycerophospholipid metabolism,0.10490101567450157
r_0849,,peroxisomal acyl-CoA thioesterase,Biosynthesis of unsaturated fatty acids,0.20990387993291304
r_2348,,"PA phosphatase (1-18:0, 2-16:1), ER membrane",Glycerolipid metabolism,0.6168373675248042
r_3780,,"phosphatidylethanolamine (1-18:1, 2-18:1) transport, mitochondrial membrane-ER membrane","Transport [erm, mm]",
r_0086,,5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,Cysteine and methionine metabolism,0.1243020351623676
r_3584,,"NADP(+) transport, cytoplasm-lipid particle","Transport [c, lp]",
r_0312,,cysteine synthase,Cysteine and methionine metabolism,0.33720141807996873
r_2188,,hexanoate exchange,Exchange reaction,
r_3548,,"S-adenosyl-L-homocysteine transport, cytoplasm-ER membrane","Transport [c, erm]",
r_3842,,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_1086,,"V-ATPase, vacuole",Oxidative phosphorylation,0.969691081717936
r_2427,,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.32527829892744525
r_2838,,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.36500070884170527
r_0765,,NAD kinase,Nicotinate and nicotinamide metabolism,0.4387277588730858
r_1821,,guanosine kinase,Purine metabolism,
r_3977,,stearate [cytoplasm] SLIME rxn,SLIME reaction,
r_4380,,Amino-Acid N-Acetyltransferase,Cysteine and methionine metabolism,
r_2230,,"hexanoate (n-C6:0) transport, cytoplasm-peroxisome","Transport [c, p]",
r_0527,,guanine phosphoribosyltransferase,Purine metabolism,0.14054759150904841
r_4583,,palmitoyl-CoA hydrolase,Biosynthesis of unsaturated fatty acids,
r_1914,,L-valine exchange,Exchange reaction,
r_1893,,L-histidine exchange,Exchange reaction,
r_1817,,glyoxylate transport,"Transport [c, p]",
r_0158,,alcohol acetyltransferase (2-methylbutanol),Complex alcohol metabolism,0.8159173675989423
r_2456,,"PI synthase (1-18:0, 2-16:1), ER membrane",Inositol phosphate metabolism,0.24928358519589253
r_3731,,"phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_0256,,catalase,Glyoxylate and dicarboxylate metabolism,0.6438909128034109
r_0113,,acetyl-CoA synthetase,Pyruvate metabolism,0.9005069636286451
r_3118,,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.0659422340735475
r_2264,,2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA),Fatty acid degradation,0.5109370941756491
r_2000,,phenethyl acetate exchange,Exchange reaction,
r_2002,,phenylacetaldehyde transport,"Transport [c, e]",
r_1824,,H+ diffusion,"Transport [c, e]",
r_1703,,cytidylate kinase (CMP),Pyrimidine metabolism,
r_3313,,"lysoPE (1-16:1) oleoyl-CoA acyltransferase, lipid particle",Glycerolipid metabolism,0.9297357419937448
r_3960,,"CTP transport, mitochondrion-mitochondrial membrane","Transport [m, mm]",0.9842764287020145
r_4449,,Met-Ala transport via proton symport (cytosol to vacuole),"Transport [c, v]",
r_0138,,adenine deaminase,Purine metabolism,0.983476723456299
r_3919,,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_2350,,"PA phosphatase (1-18:1, 2-16:1), ER membrane",Glycerolipid metabolism,0.5952736260010889
r_3463,,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C24))",Sphingoglycolipid metabolism,0.9268801742572927
r_3514,,"malonyl-CoA transport, cytoplasm-ER membrane","Transport [c, erm]",
r_1842,,hypoxanthine transport,"Transport [c, e]",
r_3883,,"phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope","Transport [ce, erm]",
